bldngId,bldngTy,mxOccpn,units,region,geometry
92,Residental,10,"[1352,1444,1580,1615]",North-west,"list(c(-3257.42070520035, -3328.44919315411, -3331.67976486375, -3250.98860669682, -3250.88413850976, -3159.73411416518, -3157.73504567158, -3257.42070520035, 7196.45721158581, 7195.9245691035, 7254.40213810556, 7254.86953859791, 7236.83434363585, 7241.39542178151, 7201.44540644788, 7196.45721158581))"
93,Commercial,NA,"[833,863]",Central,"list(c(-2036.29644061755, -2026.3923372377, -1941.80035914813, -1942.98819325589, -2036.29644061755, 4226.00481226297, 4319.05589636225, 4328.38958222686, 4232.41456867722, 4226.00481226297), c(-1982.35687045636, -1990.02259825546, -1991.47525984892, -1982.52864739975, -1982.35687045636, 4283.67191766142, 4282.82609874554, 4269.17804491205, 4269.79262731129, 4283.67191766142))"
94,Residental,10,"[21,302,316]",East,"list(c(2446.15114819372, 2453.29935908256, 2384.52729335176, 2397.3562619244, 2437.04196062847, 2431.03601798933, 2446.15114819372, 4154.93733381343, 4115.58122779304, 4103.09022502843, 4204.82337545824, 4199.81884567314, 4152.19198755745, 4154.93733381343))"
95,Residental,17,"[1360,1386,1581,1651,1704,1724]",North-west,"list(c(-4563.73359934438, -4603.38109191416, -4593.67036924924, -4553.69673076511, -4563.73359934438, 4947.71215595805, 4953.01086645491, 5082.89002596182, 5081.43805270454, 4947.71215595805))"
96,Commercial,NA,NA,Central,"list(c(-1096.18419450366, -1136.17694076959, -1136.95564256923, -1192.56511444891, -1191.70559932878, -1097.69436801665, -1096.18419450366, 5883.06145428095, 5882.29971540873, 5923.1830477755, 5924.37825328541, 5964.36901764117, 5962.34844924052, 5883.06145428095))"
97,Residental,4,"[49,337]",East,"list(c(2430.30071288573, 2390.70061232107, 2395.80724322254, 2381.83537580342, 2374.68716491458, 2443.23057808833, 2430.30071288573, 4002.67283836541, 4008.31482695708, 4044.15734842966, 4041.61965187068, 4080.97575789107, 4093.42523071628, 4002.67283836541))"
98,Commercial,NA,NA,North-west,"list(c(-3281.39994967711, -3281.60225916067, -3198.84692961292, -3198.64462012935, -3281.39994967711, 5887.15928729296, 5927.1587756756, 5927.57733572875, 5887.57784734611, 5887.15928729296))"
99,Residental,10,"[1418,1612,1623,1677,1713]",North-west,"list(c(-4104.79027551754, -4144.01265351484, -4135.90373731552, -4149.08870158727, -4148.51426068206, -4188.51244196814, -4189.43361079867, -4086.01191701841, -4104.79027551754, 7287.05159785754, 7294.90048722082, 7335.42226827762, 7334.03546081388, 7273.79845867824, 7273.41702217493, 7370.01259590274, 7380.89059101079, 7287.05159785754))"
100,Residental,NA,NA,East,"list(c(2289.90016821383, 2292.71379683009, 2198.12659224983, 2199.60622877948, 2300.49669908033, 2301.55785032539, 2343.12743084633, 2343.22944497708, 2383.22932430767, 2383.03634093156, 2292.82457708759, 2289.90016821383, 4352.24842790222, 4319.4591538101, 4311.34268057585, 4389.31135730874, 4392.61709571536, 4360.23097346192, 4363.3330671905, 4404.8643887692, 4404.76613634754, 4326.2000142481, 4319.4680399689, 4352.24842790222))"
101,Commercial,48,[1804],North-west,"list(c(-4107.84023402554, -4009.03006557241, -4004.98079941632, -3965.08802502531, -3971.76740184254, -4190.20970733848, -4188.51551905884, -4148.52964613553, -4149.12818628945, -4107.84023402554, 7249.62966782348, 7252.93773438829, 7308.12864406556, 7305.20177690285, 7214.16284085642, 7209.32715477019, 7273.05591333585, 7271.99291448286, 7249.478167203, 7249.62966782348))"
102,Residental,10,"[543,732,768]",Central,"list(c(-988.769481096464, -985.369817875976, -1067.28958998487, -1134.21303390135, -1143.51833125616, -1073.67778839592, -988.769481096464, 2440.86038298933, 2401.00511621081, 2394.01734122446, 2378.00960087729, 2416.91219000884, 2433.61768527904, 2440.86038298933))"
103,Commercial,NA,[404],East,"list(c(2610, 2610, 2650, 2650, 2610, 2610, 4000, 4200, 4200, 3900, 3900, 4000))"
104,Commercial,NA,NA,North-west,"list(c(-4546.13588306327, -4542.224918395, -4390.07751320487, -4297.02161731081, -4300.63888303633, -4391.57448683843, -4504.7083422751, -4504.33304146063, -4456.7392386225, -4462.67798891136, -4542.98976254446, -4546.13588306327, 7201.28679925971, 7371.85932404664, 7379.23389779191, 7370.78407848114, 7330.94797188585, 7339.20526083741, 7335.26877815836, 7156.59420105627, 7149.44881670807, 7109.8921327595, 7121.94955318136, 7201.28679925971))"
105,Residental,4,"[1036,1076]",North-west,"list(c(-2678.01712493131, -2676.66047301147, -2687.18687986281, -2684.83359459704, -2586.45679901389, -2579.47111222656, -2678.01712493131, 6264.44587654387, 6288.27790041808, 6288.89826591296, 6328.82898151458, 6323.03122257007, 6258.8360870424, 6264.44587654387))"
106,Commercial,NA,[882],Central,"list(c(-1277.58958955519, -1281.52335006144, -1205.30511140963, -1201.80202874444, -1277.58958955519, 3684.46646927185, 3762.55062244331, 3762.06871397689, 3681.2955739093, 3684.46646927185))"
107,Residental,NA,NA,East,"list(c(2334.88084615997, 2307.85260088515, 2303.90088812402, 2382.45655692236, 2364.08132699714, 2216.39110044086, 2196.25297872979, 2197.77061275822, 2283.94503491938, 2287.86498761305, 2247.88976106886, 2245.45017782264, 2237.18227729301, 2236.31991128753, 2248.90659677132, 2328.80618621624, 2334.88084615997, 4188.9616402209, 4188.0099448565, 4300.23898973639, 4306.10113807827, 4100.80979890391, 4101.05488188788, 4197.23447948996, 4291.23863666214, 4298.63321391022, 4187.30615818063, 4185.89858482889, 
4255.18299748188, 4254.47353372672, 4201.0575006117, 4140.9435355486, 4140.78985693484, 4188.9616402209))"
108,Residental,9,"[592,617,649,679]",Central,"list(c(-2659.16970655545, -2657.47424817874, -2555.37165738588, -2557.0671157626, -2659.16970655545, 3037.78118743511, 3077.74523904269, 3073.41357881605, 3033.44952720847, 3037.78118743511))"
109,Commercial,NA,NA,Central,"list(c(270.035279881157, 270.247149294426, 311.00612683195, 314.12022304118, 230.834019991653, 229.443415720862, 318.338559804847, 315.473518186318, 270.035279881157, 4657.45833014098, 4641.96134242469, 4645.14418712679, 4605.26559130397, 4598.7618204503, 4700.47625374288, 4694.09265063319, 4654.19538836465, 4657.45833014098))"
110,Residental,12,"[919,1120,1156,1216,1265,1272]",Central,"list(c(-1868.51981422419, -1860.53081748217, -1786.6580166621, -1794.64701340412, -1868.51981422419, 6200.94639454727, 6240.14047485356, 6225.08285491546, 6185.88877460917, 6200.94639454727))"
111,Residental,8,"[185,264,296]",East,"list(c(1206.18916746262, 1166.19731921921, 1167.73123448522, 1207.72308272863, 1206.18916746262, 3125.98402451971, 3126.79153555759, 3202.7584309418, 3201.95091990392, 3125.98402451971))"
112,Commercial,NA,NA,East,"list(c(2364.59266098769, 2271.48556626927, 2267.84542762756, 2407.40532785946, 2402.62529132073, 2362.70210736312, 2364.59266098769, 5029.21508117097, 5020.70670798819, 5060.54073101712, 5073.29408473431, 4996.27576605249, 4998.7535438244, 5029.21508117097))"
113,Commercial,NA,NA,Central,"list(c(-39.8719010614762, -42.4200166631315, 76.4984530264416, 79.0465686280969, -39.8719010614762, 4850.11754217429, 4890.03629850362, 4897.62716645153, 4857.7084101222, 4850.11754217429))"
114,Residental,19,"[911,929,937,987,1068,1074,1075,1124,1224,1256]",Central,"list(c(295.508040950682, 500.056782380553, 500.068414019067, 228.54489345585, 220.971496911489, 302.497172154854, 295.508040950682, 4757.26447163893, 4751.98114670781, 4711.981148399, 4720.59227820297, 4810.82679385025, 4796.18799451579, 4757.26447163893))"
115,Commercial,NA,NA,Central,"list(c(-1264.20566468027, -1266.39125647011, -1335.21045225678, -1334.80216275046, -1264.20566468027, 4895.77759828899, 4818.72356671173, 4812.71208359803, 4890.50869730504, 4895.77759828899))"
116,Commercial,NA,NA,Central,"list(c(-1884.45663167805, -1845.70392936456, -1843.59971082473, -1922.59891110297, -1924.46692936161, -1884.45663167805, 4505.69846807352, 4505.94226916239, 4435.66994791765, 4442.85506803494, 4505.4467551978, 4505.69846807352))"
117,Residental,9,"[121,122,229]",South,"list(c(-1398.94871212484, -1414.46008873952, -1415.11828897459, -1455.08773797932, -1451.90856426325, -1391.70849406419, -1398.94871212484, 1946.98287616159, 1948.67633742201, 1931.84527769443, 1933.40833439769, 2014.70405544027, 2013.3001588394, 1946.98287616159))"
118,Commercial,NA,"[864,867]",Central,"list(c(-1886.43215005472, -1843.91821238764, -1845.7887799429, -1924.93944382264, -1926.43622296208, -1886.43215005472, 4612.59514375457, 4612.70889049908, 4525.94213113859, 4525.44417830209, 4612.4881121948, 4612.59514375457))"
119,Residental,3,[79],South,"list(c(-563.316761891362, -571.956944208648, -481.516698291143, -472.876515973856, -563.316761891362, 1571.96322527082, 1611.01891947184, 1631.02676287428, 1591.97106867325, 1571.96322527082))"
120,Residental,6,"[1618,1716]",North-west,"list(c(-4545.43864224192, -4553.64533313723, -4593.41338110985, -4590.02609159232, -4639.74253093278, -4639.97101384152, -4545.43864224192, 5158.02368509427, 5082.15041864551, 5086.4518556667, 5117.76834161475, 5117.48435306494, 5157.48370050412, 5158.02368509427))"
121,Commercial,NA,"[848,856]",Central,"list(c(-490.433115981138, -450.436435427669, -445.631698108035, -485.576531282278, -490.433115981138, 4917.67291366803, 4917.1576033695, 4644.07099071196, 4641.97091864608, 4917.67291366803))"
122,Residental,13,"[73,76,153,221,291]",South,"list(c(-1322.62711583108, -1330.78142244753, -1370.62455881411, -1350.67780580177, -1310.91934700539, -1322.62711583108, 2110.42352977854, 2018.61973654619, 2022.15873138567, 2220.86491768902, 2216.47573164417, 2110.42352977854))"
123,School,384,[1350],North-west,"list(c(-4762.19066918826, -4759.36245354153, -4640.73518848038, -4643.56340412712, -4762.19066918826, 5126.01730721821, 5165.91719689545, 5157.50856494461, 5117.60867526737, 5126.01730721821))"
124,Commercial,57,[1348],Central,"list(c(-440.468465188159, -443.846960844423, -491.111736193069, -488.908415963709, -528.810911902914, -534.273459134651, -440.468465188159, 6321.92815347954, 6282.07108676483, 6286.07749896151, 6254.57926827135, 6251.78806462027, 6329.87956061274, 6321.92815347954))"
125,Commercial,NA,NA,East,"list(c(1402.96411230994, 1401.35486163149, 1559.80679818921, 1652.23717346356, 1650.04527582055, 1747.88378335173, 1740.40443640982, 1560.3889733189, 1360.54441752765, 1367.2227489878, 1523.88313068707, 1536.99966966687, 1497.36621048701, 1488.28027313816, 1405.07733310064, 1402.96411230994, 4186.08883997704, 4110.3446729851, 4102.62064298676, 4109.5248557891, 4136.73553460646, 4144.61670491804, 4077.16007396586, 4062.55852567923, 4072.62358148276, 4275.65706926656, 4252.53513665177, 4156.31360431052, 
4150.91092780362, 4217.56439605534, 4230.0576795445, 4186.08883997704))"
126,Commercial,NA,NA,Central,"list(c(-887.088842707477, -926.896891280475, -914.054885420258, -924.28078699538, -884.522776498983, -873.942014537889, -887.088842707477, 3788.3614293087, 3792.27541306056, 3962.93927689971, 4055.48169256612, 4059.87493753634, 3964.12110455862, 3788.3614293087))"
127,Residental,11,"[1429,1525,1631,1701]",North-west,"list(c(-4248.51832436932, -4249.05370760645, -4297.01584677394, -4296.29701005833, -4209.4266120025, -4210.23208350026, -4288.07881224817, -4290.34871227635, -4249.24006709836, -4248.51832436932, 7273.7477784409, 7329.88911674985, 7330.75117962918, 7370.7447200298, 7369.18332708994, 7208.75124744361, 7204.32650995997, 7244.26205244862, 7246.59863057009, 7273.7477784409))"
128,Commercial,NA,NA,North-west,"list(c(-3519.71983373751, -3431.37729383401, -3440.29087032743, -3525.23540965364, -3519.71983373751, 5027.58067984814, 5039.07209602408, 4944.36957861449, 4943.23777745148, 5027.58067984814), c(-3476.74817015819, -3475.89572051707, -3481.95094200735, -3476.74817015819, 4983.88737192231, 4992.9442445524, 4992.15659377557, 4983.88737192231))"
129,Commercial,NA,[1785],North-west,"list(c(-4640.90757725768, -4639.04202179576, -4553.78301163519, -4555.64856709712, -4640.90757725768, 4614.75516289304, 4654.71163549534, 4650.73091843689, 4610.77444583459, 4614.75516289304))"
130,Residental,14,"[667,677,730,739,809]",Central,"list(c(-2394.34807381472, -2399.80621616161, -2305.71954317654, -2307.51324967238, -2394.34807381472, 2822.40824525172, 2909.11369259152, 2900.29260643902, 2827.22226045704, 2822.40824525172))"
131,Residental,14,"[470,544,574,583,633,694]",Central,"list(c(-2305.38441341167, -2299.08321893756, -2195.84871291791, -2084.41721900798, -2084.41733547614, -2199.01916041053, -2305.38441341167, 2827.11273464665, 2866.6133036071, 2850.14516869188, 2850.14484423636, 2810.14484423653, 2810.14517792311, 2827.11273464665))"
132,Commercial,NA,"[860,869]",Central,"list(c(-877.465838822128, -878.834379351575, -794.810970551183, -798.706974266003, -875.866867015109, -877.465838822128, 4578.01994355082, 4612.37529300108, 4617.32268263621, 4533.80859981368, 4537.87993015023, 4578.01994355082))"
133,Residental,4,[340],East,"list(c(2372.90576726883, 2372.9283875747, 2298.6141594664, 2298.59153916053, 2372.90576726883, 4080.81478599517, 4040.81479239115, 4040.77276712017, 4080.77276072419, 4080.81478599517))"
134,Residental,3,[50],East,"list(c(1360.31538252996, 1366.45051740858, 1406.39193194016, 1400.35993137691, 1446.24724804341, 1445.41860047097, 1360.31538252996, 3577.07067983334, 3763.1542712968, 3760.99015364371, 3616.24951728547, 3615.29870289856, 3575.30728702964, 3577.07067983334))"
135,Commercial,NA,NA,East,"list(c(1350.45680788735, 1340.91517355882, 1257.62527988126, 1257.88101122787, 1297.88088047216, 1297.7301897067, 1302.97485416869, 1308.86207643179, 1194.56668184232, 1193.77849942161, 1246.5262652673, 1247.61008818689, 1150.82278654676, 1156.96938859951, 1350.45680788735, 3871.54669363845, 3661.53421676987, 3659.52580701771, 3759.54136705159, 3759.43909076156, 3700.50450374652, 3700.63097089382, 3829.27344570056, 3819.46967781599, 3808.1188226243, 3809.54857850218, 3769.56326459971, 3766.93979399, 
3855.4588829568, 3871.54669363845))"
136,Commercial,NA,[1338],Central,"list(c(-124.351277761334, -134.147238371738, -131.024869370944, -216.305869357803, -205.384562803704, -51.9175388830146, -39.9614598340442, -79.6433755257999, -87.2818894893974, -124.351277761334, 4692.08481552708, 4691.28646801573, 4655.49818597572, 4648.05779667685, 4725.61341276873, 4730.15648740824, 4635.91754535819, 4630.88310725326, 4691.09059432453, 4692.08481552708))"
137,Residental,8,"[909,1092,1195,1260]",Central,"list(c(-532.615079131434, -572.566373347979, -578.022867811112, -550.664260803461, -578.043228883094, -587.623622676869, -512.016726396592, -510.540042847258, -537.569669285457, -532.615079131434, 5062.36997703967, 5060.39663205638, 5170.86592026155, 5173.3926618676, 5171.17861854778, 5289.65023720254, 5289.39185429131, 5162.99375892734, 5162.67797723308, 5062.36997703967))"
138,Residental,7,"[32,289]",East,"list(c(1697.38012082309, 1686.41391505069, 1687.19327307943, 1647.20490606129, 1645.44259185679, 1738.25938246674, 1736.61687297343, 1696.62622707173, 1697.38012082309, 3236.26747872379, 3236.2094124445, 3203.90128834028, 3202.93666239075, 3275.9930292081, 3276.48449597406, 3200.54884151669, 3201.41385039831, 3236.26747872379))"
139,Residental,20,"[1359,1364,1482,1561,1568,1689]",North-west,"list(c(-4010.99599943967, -4111.32283052259, -4110.14083640946, -4057.73633433635, -4066.0357101969, -4026.48847400664, -4010.99599943967, 5221.02699126473, 5223.99292956022, 5263.97546187018, 5262.4262400132, 5317.11690079701, 5323.11824312282, 5221.02699126473))"
140,Residental,10,"[520,569,777,790]",Central,"list(c(-1478.07028089569, -1471.75884325827, -1436.31054297976, -1443.07540338255, -1403.86506088943, -1385.70352878098, -1478.07028089569, 2460.53298704092, 2500.03192063348, 2494.36772374987, 2527.9066492731, 2535.81544447669, 2445.77393046089, 2460.53298704092))"
141,Residental,5,"[146,189]",East,"list(c(2451.06727845182, 2437.16501975244, 2343.26747800374, 2354.70367287708, 2394.21900570724, 2391.97250804008, 2403.32523202388, 2414.3221695844, 2454.29450588228, 2451.06727845182, 5413.72647015689, 5348.16899587663, 5326.50638111167, 5399.30111278209, 5393.09317662571, 5378.79356065284, 5381.41268871109, 5501.94280574567, 5500.45541511474, 5413.72647015689))"
142,Commercial,NA,[432],East,"list(c(978.941103268025, 977.127453400962, 1255.90800324162, 1257.41962707096, 935.887796777536, 947.757331706143, 1156.55511823561, 1347.29249019374, 1343.00114576292, 1303.04726457784, 1305.42603913036, 1157.86792463648, 984.448463235305, 978.941103268025, 4168.92182714688, 4109.81118259816, 4112.55509661269, 4072.58366940026, 4070.02168046325, 4254.50321520595, 4286.9058307327, 4277.58848393052, 4188.30040024433, 4190.22065497974, 4239.71475286426, 4246.80184557841, 4221.06731642985, 4168.92182714688
))"
143,Residental,14,"[1361,1414,1455,1532,1562,1719]",North-west,"list(c(-3447.34362790906, -3449.59348547612, -3629.00315669984, -3627.68431167116, -3447.34362790906, 7178.47127265147, 7138.53459601297, 7146.69301362274, 7186.67126580803, 7178.47127265147))"
144,Residental,6,"[39,102,300]",South,"list(c(1126.84069014953, 1010.5193251731, 1015.50714541508, 1076.09167675199, 1070.51877944841, 1109.65470479193, 1126.84069014953, 1226.23603751812, 1240.85488828791, 1280.54269056057, 1272.92864457038, 1299.30374796108, 1307.57292854359, 1226.23603751812))"
